,scan,retntion time,m/z,TIC,similarity,match_scan
924,1654,15.147695846400001,877.8424,130630744.0,0.95,4000
925,1655,15.149204094666667,1276.4121,18789654.0,0.85,4510
926,1656,15.151414761066667,824.2671,6964674.0,0.77,5161
927,1657,15.154990028533332,999.2468,16032939.0,0.95,4183
928,1658,15.157269831733334,800.2004,18215912.0,0.97,4819
929,1659,15.160560275733333,885.83,11137216.0,0.91,4381
930,1660,15.163129421599999,944.2175,15681842.0,0.92,4207
931,1661,15.165907575733334,1222.3427,26464188.0,0.97,4131
932,1662,15.168101585066667,685.8553,13660052.0,0.97,3997
933,1664,15.176328990133333,902.772,18821968.0,0.95,4338
934,1665,15.180670870933334,905.2556,18611082.0,0.85,4787
935,1666,15.183714242133334,758.6225,102728216.0,0.98,4922
936,1667,15.185422853599999,1404.0784,24659004.0,0.79,5347
937,1668,15.187661016266667,802.6567,113810928.0,0.94,4009
938,1669,15.189852444533333,1755.0728,1758658.5,0.44,4415
939,1670,15.2009240248,788.4002,3284546.0,0.95,4660
940,1672,15.218313217866667,965.3116,13680188.0,0.88,4178
941,1673,15.222657838133333,825.5297,100821696.0,0.94,4212
942,1674,15.225684417866667,874.3735,13350619.0,0.9,4395
943,1675,15.228657810133335,856.6072,16681411.0,0.97,4086
944,1676,15.2315418344,738.7098,67960768.0,0.98,4249
945,1677,15.233735114666667,967.2025,5184064.0,0.88,4514
946,1678,15.236332958133334,876.3163,5992100.5,0.96,4941
947,1679,15.242130465866667,736.3721,11051745.0,0.96,4458
948,1681,15.250532285066667,779.3049,8044317.5,0.94,4016
949,1682,15.2562780136,1337.5706,25475590.0,0.91,4613
950,1683,15.258237298666668,800.8275,7463960.5,0.93,4206
951,1684,15.263247406666666,818.3768,8137473.0,0.83,4453
952,1685,15.266159341066666,1003.1418,74067368.0,0.93,4317
953,1686,15.268354288000001,932.6973,7381407.0,0.9,4486
954,1687,15.271112110133334,841.6603,8382232.5,0.95,5430
955,1688,15.274380716533333,987.1833,10375750.0,0.87,5131
956,1689,15.277713616533333,942.032,4772781.0,0.87,4140
957,1691,15.284351682933334,779.8893,127637928.0,0.96,4954
958,1692,15.288701757866667,883.1966,5857429.0,0.91,4645
959,1693,15.294321945333333,1122.3582,5803642.5,0.88,4562
960,1694,15.3022469616,843.675,7703426.0,0.84,4652
961,1695,15.308515445866668,1040.1821,94366208.0,0.92,4231
962,1696,15.310711348266667,798.6869,18219948.0,0.89,5024
963,1698,15.3171139224,778.6115,8116123.5,0.95,5274
964,1699,15.3249023176,1220.6591,17941560.0,0.89,4292
965,1700,15.3268034984,847.1531,10583152.0,0.9,4232
966,1701,15.329263325066668,1652.1677,7404579.0,0.86,4024
967,1702,15.331851086133334,1001.9252,1591595.375,0.92,4302
968,1704,15.356430490933333,799.4551,12353726.0,0.93,5024
969,1705,15.360773459999999,838.3868,2012669.875,0.95,5059
970,1706,15.382722763466667,845.2112,6064181.0,0.88,4440
971,1708,15.389193682933334,1170.7898,23482014.0,0.97,4507
972,1709,15.393543375733334,739.4478,108404944.0,0.98,4545
973,1710,15.396420602933334,934.5277,3658928.5,0.87,4508
974,1711,15.399978894133334,776.0189,17978040.0,0.94,4217
975,1712,15.402438465066666,1002.466,21994444.0,0.86,4302
976,1713,15.404632190933334,1036.2225,9487309.0,0.88,4058
977,1714,15.407525419733334,853.0952,107460160.0,0.91,4097
978,1715,15.409721864533333,848.8439,8018341.0,0.63,5454
979,1716,15.412008289066668,759.2692,80191704.0,0.94,5280
980,1717,15.414140656799999,822.3421,21316208.0,0.96,3969
981,1718,15.4169755792,814.6598,3014570.75,0.91,4893
982,1720,15.430709492533333,1756.6592,3366879.0,0.77,4415
983,1721,15.435050422666666,1124.7169,65954476.0,0.93,4008
984,1722,15.438414008266667,1275.2358,1913830.75,0.76,5563
985,1724,15.462995296799999,756.4326,9478353.0,0.97,4945
986,1725,15.4691405,831.6486,5940605.5,0.89,4083
987,1726,15.475997066666668,1078.8424,4113124.25,0.8,4433
988,1727,15.481492602666666,1009.572,6012534.0,0.9,4230
989,1728,15.484745265866668,911.6804,13546870.0,0.95,4448
990,1729,15.4877341616,806.7148,8278600.0,0.85,4055
991,1730,15.490297719199999,785.529,11106565.0,0.9,5264
992,1732,15.498473423466667,753.3334,4108454.75,0.83,4477
993,1733,15.506501266933332,998.533,6778031.5,0.85,4782
994,1734,15.5097677768,1075.6481,2937440.5,0.77,5970
995,1735,15.513805532,1206.661,1253160.25,0.55,3765
996,1736,15.518294985066666,1171.2914,34460960.0,0.97,4130
997,1737,15.5204878296,873.1819,4714807.0,0.78,4395
998,1738,15.523308694933332,1038.1104,948651.25,0.83,4059
999,1740,15.5347450088,1355.6738,888339.75,0.63,7931
1000,1741,15.543684174133334,1165.5398,3757917.25,0.71,4148
1001,1742,15.549149622666667,777.3331,19305046.0,0.96,4061
1002,1743,15.552013548266666,903.5784,8687967.0,0.9,4106
1003,1744,15.554861787733334,967.7576,22429114.0,0.92,4514
1004,1745,15.557056152,1405.876,24551400.0,0.89,4201
1005,1746,15.559265453066667,893.5057,2480871.75,0.7,4254
1006,1748,15.568826744,1118.9153,5493630.0,0.9,4175
1007,1749,15.573364170933333,1123.3987,58669264.0,0.94,3976
1008,1750,15.576071741866667,824.8262,8859964.0,0.96,4387
1009,1751,15.581138959199999,1168.9131,4537899.0,0.84,4455
1010,1752,15.587719421333333,1331.9478,4567214.5,0.84,4412
1011,1753,15.591820292,757.7306,8283564.5,0.86,5313
1012,1755,15.6002901496,1475.0144,331039.0625,0.0,0
1013,1756,15.622325631466667,1270.8951,2661755.5,0.81,4470
1014,1757,15.626980986133333,996.7781,1963832.375,0.62,2989
1015,1759,15.636852346666666,1479.2102,15023270.0,0.95,4219
1016,1760,15.6411988704,717.7704,7062390.5,0.98,4975
1017,1761,15.650242548266668,816.5405,4979390.0,0.86,5231
1018,1762,15.655297281866666,1560.1967,5049763.5,0.75,4041
1019,1763,15.657484614933333,1605.0505,338787.71875,0.42,5415
1020,1765,15.682073894933334,1274.5032,35907728.0,0.97,4004
1021,1766,15.686418544,1115.4413,13819077.0,0.97,4005
1022,1767,15.691579796533334,1220.1494,2436086.25,0.91,4292
1023,1768,15.706827372266668,1170.1624,54309616.0,0.83,4040
1024,1769,15.709019673333334,790.2762,2960033.5,0.91,4763
1025,1771,15.722974178933333,1168.3932,901933.875,0.77,4455
1026,1772,15.730247402666667,902.2575,21322692.0,0.96,4522
1027,1773,15.732457364533333,1336.2611,4083592.0,0.89,4171
1028,1774,15.738094375733334,875.6237,16006249.0,0.92,5221
1029,1775,15.7408733648,1000.4611,3087742.0,0.7,5047
1030,1776,15.744057794666666,738.1841,2502571.0,0.96,5051
1031,1778,15.768646903466667,1486.9183,7224340.5,0.92,4006
1032,1779,15.772985830133333,1273.9301,36738656.0,0.93,4166
1033,1780,15.775987500266666,836.3564,5163126.0,0.86,4093
1034,1781,15.780590945866667,1221.1704,36015184.0,0.9,5169
1035,1782,15.782784504,872.3865,4199117.5,0.56,2909
1036,1783,15.788012922133333,900.5428,1931025.0,0.11,2466
1037,1785,15.801192481333334,984.701,12136079.0,0.77,4818
1038,1786,15.805540417066668,793.3714,12054474.0,0.95,5111
1039,1787,15.810007082666667,921.2688,17443314.0,0.63,6719
1040,1788,15.812860866933333,771.6575,8009290.0,0.54,3026
1041,1789,15.8171074136,1311.9222,1145309.125,0.62,3513
1042,1790,15.826905106933333,816.0381,16424408.0,0.94,5231
1043,1792,15.833628124266665,952.0101,18059518.0,0.67,5903
1044,1793,15.837982252533333,865.3419,16699321.0,0.69,3024
1045,1794,15.841589584,1132.5209,1057441.375,0.72,3474
1046,1795,15.852918823466666,877.0469,19260948.0,0.89,4715
1047,1796,15.855111598666667,812.4333,3421482.75,0.48,2740
1048,1797,15.8589626408,1060.1031,3098274.5,0.85,4266
1049,1799,15.867124336533333,889.3555,2598560.0,0.64,5861
1050,1800,15.8714646616,1261.655,7947377.5,0.94,4121
1051,1801,15.875525824,974.8607,3421068.5,0.93,4227
1052,1802,15.884489395200001,1039.5913,15203329.0,0.97,5237
1053,1803,15.887026673333335,1121.5574,853653.25,0.77,4360
1054,1805,15.9010470616,1104.1987,11454019.0,0.95,4045
1055,1806,15.905396218133335,719.4353,5649302.5,0.94,4115
1056,1807,15.914003525333333,981.403,11377361.0,0.94,4046
1057,1808,15.917186017066665,849.3936,3615227.5,0.84,4100
1058,1809,15.925040228,702.2505,24529722.0,0.95,4141
1059,1810,15.928052323733334,764.4626,6578002.0,0.93,4112
1060,1812,15.937414258933334,1024.9669,1419315.625,0.82,5210
1061,1813,15.950756082133333,1352.8579,1189667.375,0.65,3354
1062,1814,15.9563569216,1104.8253,12204534.0,0.94,4045
1063,1815,15.958639120266668,1567.3555,269625.03125,0.0,0
1064,1817,15.979759043466666,1081.0364,25157276.0,0.97,4153
1065,1818,15.984107334666668,1555.9175,259816.21875,0.2,6305
1066,1819,16.006071989333332,954.516,2108035.25,0.79,4894
1067,1821,16.016964402666666,803.2855,202048112.0,0.98,3961
1068,1822,16.021306715733335,851.848,156434464.0,0.98,4062
1069,1823,16.024345799733332,759.838,136670064.0,0.98,3958
1070,1824,16.0258835896,969.1019,47962840.0,0.98,4001
1071,1825,16.028084661066668,1472.4233,2457107.0,0.79,4067
1072,1826,16.032325546666666,1004.2858,73460632.0,0.97,5147
1073,1827,16.034519601333333,840.0682,3594849.75,0.32,1061
1074,1828,16.0397463216,748.8065,2745173.75,0.92,4321
1075,1830,16.056952983466665,1189.7047,1897831.25,0.7,3541
1076,1831,16.079038785333335,839.5639,11021846.0,0.39,2746
1077,1832,16.082647475999998,805.9944,2711573.25,0.86,5178
1078,1834,16.099247676266668,720.9236,51417984.0,0.98,4129
1079,1835,16.103589558133333,1338.1864,9522099.0,0.94,4300
1080,1836,16.106952105866664,1142.051,1612243.75,0.78,3712
1081,1838,16.131549110666665,906.7734,62236340.0,0.99,5101
1082,1839,16.135890449866668,1404.8457,10798796.0,0.96,4848
1083,1840,16.139333107733332,1098.3182,7595723.0,0.85,5370
1084,1841,16.142785381333333,1019.5445,4180448.5,0.7,6149
1085,1842,16.145114270933334,1679.6085,588266.75,0.43,4272
1086,1843,16.150876725066666,720.385,56712576.0,0.97,4185
1087,1844,16.153073985866666,730.5175,3592379.0,0.95,4577
1088,1846,16.167370932,936.9331,80654928.0,0.98,4484
1089,1847,16.171714322133333,826.97,183592096.0,0.99,4712
1090,1848,16.174757914133334,1531.9531,593391.75,0.0,0
1091,1849,16.18229471813333,1571.0593,438160.75,0.14,5973
1092,1851,16.206879454666666,878.4059,126385104.0,0.99,4152
1093,1852,16.211229274933334,1277.4052,15721098.0,0.96,4155
1094,1853,16.214431268000002,1326.1504,2144537.75,0.63,6925
1095,1854,16.2243922992,956.8815,2064925.0,0.77,6032
1096,1855,16.229809981600003,1510.2633,4668545.0,0.76,4368
1097,1856,16.232866063466666,1343.618,1642100.125,0.68,5436
1098,1858,16.240209111733332,935.0333,2215364.0,0.89,4508
1099,1859,16.255147220533335,781.4442,45847524.0,0.9,4226
1100,1860,16.256697390666666,905.6434,29992174.0,0.89,4787
1101,1861,16.258878480266667,1276.6666,21821176.0,0.91,4314
1102,1862,16.261087665333335,1267.6556,30851468.0,0.97,4408
1103,1863,16.264071998933336,1678.1498,196567.796875,0.03,2679
1104,1865,16.286542768,1109.1979,51010728.0,0.99,4437
1105,1866,16.290881415466668,685.7817,11473385.0,0.98,5055
1106,1867,16.2975033232,986.0656,41513524.0,0.87,4586
1107,1868,16.299636069066665,887.5582,25756380.0,0.79,4628
1108,1869,16.30234473786667,1260.3114,4500050.5,0.83,4664
1109,1870,16.310478426933333,1520.6689,588950.25,0.46,6851
1110,1872,16.322711369066667,1093.3173,37658352.0,0.98,4482
1111,1873,16.327059900266665,780.9167,77121224.0,0.98,4363
1112,1874,16.330930628,1249.2173,24050756.0,0.96,4468
1113,1875,16.33296977386667,1294.564,9327726.0,0.78,1812
1114,1876,16.336651899466666,971.7252,23227128.0,0.94,4488
1115,1877,16.3388442,1437.1246,9229260.0,0.85,5570
1116,1878,16.343562685333335,1488.3315,1767961.5,0.66,3462
1117,1879,16.3485258824,1268.2289,7465167.0,0.79,4408
1118,1880,16.350719519733335,1227.8896,1557778.5,0.73,7645
1119,1882,16.375307190933334,1102.1942,194930480.0,0.99,4665
1120,1883,16.379642933333333,979.8404,121439896.0,0.97,4677
1121,1884,16.3825850488,1040.9976,16014816.0,0.95,4734
1122,1885,16.384468913333333,882.0573,53720880.0,0.97,4681
1123,1886,16.386989173066667,874.9537,8841686.0,0.87,4548
1124,1887,16.389179085333335,890.472,4813508.0,0.96,4616
1125,1888,16.395990088266664,982.5906,10436709.0,0.86,4224
1126,1889,16.4000525696,1233.6937,2399216.25,0.69,3358
1127,1891,16.406654174933333,1469.5934,34149288.0,0.97,4680
1128,1892,16.411001212533332,1102.6963,265512608.0,0.99,4665
1129,1893,16.4139881704,1086.1875,83074392.0,0.99,4743
1130,1894,16.415739607466666,1241.215,61096004.0,0.98,4885
1131,1895,16.417928205866666,980.3974,211922656.0,0.98,4677
1132,1896,16.420139592533335,1258.9346,171219040.0,0.98,4664
1133,1897,16.422347209866665,1175.6089,32486852.0,0.99,4720
1134,1898,16.424712581599998,1762.9126,1742075.5,0.86,4836
1135,1899,16.426899750666667,1448.1648,21618970.0,0.33,3445
1136,1900,16.431377466666667,1313.6208,28338198.0,0.21,4705
1137,1901,16.434110144799998,965.5007,59235668.0,0.97,4829
1138,1903,16.439776501333334,1380.0211,800912.625,0.49,4033
1139,1904,16.461802738666666,1172.7076,2000607.625,0.66,6848
1140,1905,16.467197420266665,1297.1661,7031502.0,0.23,2954
1141,1907,16.4798712144,1241.7876,96980016.0,0.98,4885
1142,1908,16.484212183466667,1447.583,16216493.0,0.97,4931
1143,1909,16.487350426666666,1086.6896,114182256.0,0.98,4743
1144,1910,16.488852234666666,966.0577,84668904.0,0.97,4829
1145,1911,16.491051902933332,1522.0656,380067.15625,0.0,0
1146,1913,16.512160157333334,1101.6937,169370784.0,0.99,4952
1147,1914,16.516508125066668,869.1512,22536004.0,0.85,4896
1148,1915,16.520102202133334,1603.1882,4590405.0,0.0,0
1149,1916,16.5231863144,1549.3917,1733019.75,0.34,3592
1150,1918,16.54777904133333,1085.6863,107564136.0,0.99,4905
1151,1919,16.5521194,1125.3284,23284908.0,0.93,5035
1152,1920,16.55547041413333,1240.64,87623960.0,0.98,4885
1153,1921,16.557005995466668,1286.089,12818196.0,0.97,4898
1154,1922,16.5610709376,1308.5718,4067365.0,0.34,3221
1155,1924,16.58081904746667,1346.4662,18098304.0,0.16,3408
1156,1925,16.585160391466665,1336.8491,3924430.75,0.82,4037
1157,1926,16.593751078666667,1358.2614,8234406.0,0.65,8657
1158,1927,16.596708795733335,1400.1664,1500353.25,0.54,5608
1159,1928,16.60072359413333,1222.3485,6323102.0,0.89,5616
1160,1929,16.6065289632,1470.0969,12140989.0,0.97,4980
1161,1930,16.6087234672,1226.7782,11074128.0,0.97,4876
1162,1932,16.615354526666668,1508.4463,522568.90625,0.68,6922
1163,1933,16.619808723733332,1125.8292,26907182.0,0.88,5035
1164,1934,16.623807213333333,1073.4326,12032717.0,0.98,5025
1165,1935,16.628095526666666,1551.6497,539362.25,0.31,3508
1166,1937,16.648985955466667,1391.3569,5814176.0,0.69,3825
1167,1938,16.6590641008,1210.6271,914000.625,0.67,6956
1168,1940,16.683660426133333,1500.104,3004714.0,0.24,1190
1169,1941,16.6880021944,739.9742,8171562.0,0.98,4900
1170,1942,16.6958283256,1279.5225,6076315.5,0.59,3496
1171,1943,16.706965370133336,1264.5935,1716933.25,0.69,7445
1172,1944,16.710522108266666,1123.6398,3664579.25,0.7,4562
1173,1946,16.718868365866665,1286.662,17493656.0,0.97,5098
1174,1947,16.723209795466666,1146.923,932351.3125,0.77,5638
1175,1948,16.743442454933334,1494.4838,2419249.5,0.46,3907
1176,1950,16.768043204,1000.6246,10648510.0,0.9,5047
1177,1951,16.772384914133333,1073.9329,10625999.0,0.96,5025
1178,1952,16.777468524533333,1348.4984,1608603.375,0.44,7481
1179,1953,16.780445304533334,1331.0392,1410874.5,0.57,4117
1180,1954,16.789371232266667,1118.4509,8646881.0,0.92,5232
1181,1955,16.79284758,1413.5659,2071277.875,0.52,3757
1182,1957,16.817448504266668,1161.7433,7170453.5,0.59,5646
1183,1958,16.8217915072,1278.084,7017088.0,0.67,5238
1184,1959,16.826821044533332,1016.6484,7670280.5,0.76,5662
1185,1960,16.829303001333333,1243.5768,8501212.0,0.79,5365
1186,1961,16.83379662933333,1173.3052,6917270.0,0.7,3367
1187,1962,16.84043455546667,1183.6841,3134210.0,0.6,7565
1188,1963,16.844284112533334,1077.9502,2368705.5,0.91,5796
1189,1965,16.868885046933332,1087.1954,25404770.0,0.75,5414
1190,1966,16.873227025866665,1242.5083,13608175.0,0.92,5365
1191,1967,16.8769314376,966.6173,18364194.0,0.81,5334
1192,1968,16.879074983733332,1071.4386,11568167.0,0.92,5321
1193,1969,16.8813006816,950.2042,5996376.5,0.68,5763
1194,1970,16.883751896266666,964.5635,33371210.0,0.92,5846
1195,1971,16.885937401066666,1064.9187,27939632.0,0.64,6170
1196,1972,16.888149299733335,930.451,34538384.0,0.97,5712
1197,1973,16.89036000746667,1042.7126,23442740.0,0.93,5708
1198,1974,16.892814192,946.717,40743852.0,0.97,5700
1199,1975,16.8950955032,1188.443,14083420.0,0.96,5740
1200,1977,16.9017985816,973.527,6368353.5,0.63,7051
1201,1978,16.9065097856,937.8904,5346676.5,0.76,5142
1202,1979,16.9117292392,1110.2303,21566710.0,0.7,5879
1203,1980,16.91412004853333,915.5309,6704504.5,0.84,5725
1204,1981,16.917637641066666,1186.806,2980165.25,0.57,6757
1205,1982,16.9231556752,1216.3483,10059998.0,0.6,4233
1206,1983,16.928136621066667,896.4332,15556458.0,0.88,5698
1207,1985,16.9337446848,881.1173,32137534.0,0.88,5706
1208,1986,16.9380951736,929.3153,6186472.0,0.62,5692
1209,1987,16.942953015466667,933.0317,7254946.0,0.92,5817
1210,1988,16.950502593866666,978.1661,11254022.0,0.95,5799
1211,1989,16.955248614933332,866.0283,12878470.0,0.93,5704
1212,1990,16.959146373866666,1085.0071,5712694.0,0.87,5873
1213,1992,16.965883441333332,940.9438,5570227.0,0.94,5789
1214,1993,16.978205538133334,1005.5694,7890479.0,0.85,5874
1215,1994,16.981083435733332,998.2151,12174716.0,0.95,5769
1216,1995,16.985032978133333,1238.8114,11120795.0,0.51,6094
1217,1996,16.989941544266667,1044.4238,16065042.0,0.8,5685
1218,1997,16.9925201848,1032.0304,9643422.0,0.68,6207
1219,1999,17.000682936533334,1101.1898,25100258.0,0.8,5808
1220,2000,17.005027321066667,1063.9075,8397460.0,0.72,5699
1221,2001,17.011207435466666,1013.8356,19345142.0,0.89,5790
1222,2002,17.014058735466666,1054.9817,15182223.0,0.94,5791
1223,2003,17.0169837728,876.9758,16870070.0,0.95,5761
1224,2004,17.01992372373333,880.0858,14219683.0,0.96,5829
1225,2005,17.022937732266666,895.1348,16047649.0,0.96,5778
1226,2006,17.02580924693333,892.2005,23372022.0,0.96,5801
1227,2007,17.0282238648,958.4793,33673684.0,0.56,7942
1228,2009,17.033706282933334,1014.8456,9953295.0,0.79,5705
1229,2010,17.038046904533335,1060.9974,2461825.5,0.54,6790
1230,2012,17.063857930133334,1132.7643,2332753.25,0.66,6583
1231,2013,17.08722373093333,995.5182,18770304.0,0.88,5776
1232,2014,17.089760794133333,868.5393,3368444.0,0.81,5713
1233,2016,17.106701207466664,924.2652,6351636.0,0.91,5688
1234,2017,17.111044040266666,907.9234,12335184.0,0.97,5746
1235,2018,17.117342168266667,1083.3951,14866279.0,0.67,6067
1236,2019,17.120867355466665,1090.3521,9166077.0,0.98,5835
1237,2020,17.126141956266668,1016.1474,10006012.0,0.88,5705
1238,2021,17.131596102666666,1149.8607,1706994.0,0.5,7873
1239,2023,17.1390582184,1139.181,11556005.0,0.71,3811
1240,2024,17.143408653599998,997.2707,2695249.75,0.81,5876
1241,2025,17.152790572,953.0746,9512305.0,0.92,5670
1242,2026,17.158525776266668,978.7714,17538792.0,0.94,5784
1243,2027,17.161174130666666,926.36,12487328.0,0.93,5806
1244,2028,17.163596782666666,1003.4261,10913750.0,0.93,5754
1245,2030,17.1706269952,1505.4321,4706044.5,0.41,9014
1246,2031,17.1756505888,912.4731,2324293.0,0.96,5826
1247,2033,17.201473475199997,969.7839,11970787.0,0.95,5736
1248,2034,17.20582178693333,921.4645,2781497.25,0.91,5871
1249,2035,17.224345832266668,853.9498,1319532.25,0.83,4187
1250,2037,17.233808899733333,1069.297,10126018.0,0.89,5809
1251,2038,17.238157260266668,1034.0507,10703782.0,0.88,5770
1252,2039,17.245092294133332,1051.6007,8645493.0,0.82,5897
1253,2040,17.249634402933335,999.5113,8527899.0,0.85,5865
1254,2041,17.253618127733333,1056.3884,10235049.0,0.89,5752
1255,2042,17.258366277333334,919.5448,2287219.5,0.86,5721
1256,2044,17.282972897066667,1013.1798,19491652.0,0.88,5917
1257,2045,17.2873132936,859.8516,16466681.0,0.96,5946
1258,2046,17.292043814133333,1150.5319,5893183.0,0.72,6125
1259,2047,17.295805508,1136.7358,15348801.0,0.78,3785
1260,2048,17.298140254933333,952.5564,2723427.0,0.89,4604
1261,2050,17.322733227466664,1088.3727,113471784.0,0.97,5915
1262,2051,17.327075085333334,1160.6653,84289280.0,0.97,5916
1263,2052,17.3308192552,1152.1282,60150556.0,0.97,5931
1264,2053,17.333060384533333,1450.668,53500528.0,0.98,5959
1265,2054,17.335777320533335,1080.3096,66626968.0,0.97,5984
1266,2055,17.338015272,967.3341,72887920.0,0.97,5948
1267,2056,17.3402462152,1024.0581,117115576.0,0.97,6061
1268,2057,17.34244016106667,960.2753,32947338.0,0.96,5962
1269,2058,17.345961988533336,1339.1519,92054080.0,0.98,5958
1270,2059,17.348086463199998,1582.7249,48980088.0,0.96,5918
1271,2060,17.350469694399997,1234.4938,46115324.0,0.93,5938
1272,2062,17.356577702666666,1571.0038,36484472.0,0.98,5973
1273,2063,17.360925843733334,1440.005,59315608.0,0.97,5979
1274,2064,17.364500241866665,1329.2344,49180196.0,0.94,5977
1275,2065,17.367227114133335,1740.6101,21946000.0,1.0,6096
1276,2066,17.369421172266666,1727.7046,11109124.0,0.91,5974
1277,2067,17.372393778133336,1072.1248,6109068.0,0.78,3783
1278,2068,17.3750347728,870.8073,18991928.0,0.96,6029
1279,2069,17.378710848266667,886.6004,8235675.5,0.93,4189
1280,2071,17.385840263200002,1449.1724,49477956.0,0.98,6001
1281,2072,17.3901943296,1581.0077,60973640.0,0.99,6153
1282,2073,17.393560423466667,1159.6725,180073376.0,0.98,5997
1283,2074,17.395227782133336,1023.4766,212869040.0,0.98,6038
1284,2075,17.397422827466666,1338.0836,32547390.0,0.38,3906
1285,2076,17.399629797600003,1147.5339,8408218.0,0.93,6252
1286,2077,17.40306435653333,909.7402,33570008.0,0.97,6035
1287,2078,17.405352563466668,1451.1771,54728960.0,0.9,6095
1288,2079,17.4075428296,1067.9348,8049660.0,0.83,5981
1289,2080,17.4111735784,1434.0009,6939107.5,0.67,6340
1290,2082,17.418462048533335,1738.9063,67313424.0,1.0,6022
1291,2083,17.42279662773333,1079.1896,164319216.0,0.98,6007
1292,2084,17.425946603733333,1569.2743,80762896.0,1.0,6014
1293,2085,17.427710428,1328.1555,65336084.0,0.98,6131
1294,2086,17.430247462666667,1438.7526,82682704.0,0.99,6013
1295,2087,17.4324393848,1015.5309,128771016.0,0.98,6085
1296,2088,17.434649737866668,959.3355,79355208.0,0.97,6132
1297,2089,17.43686486613333,1726.3004,29493236.0,1.0,6015
1298,2090,17.4390787896,1580.4628,97021576.0,1.0,6003
1299,2091,17.44128939413333,908.897,33089102.0,0.97,6035
1300,2092,17.444260805066666,1650.2428,916383.0,0.0,0
1301,2094,17.4516584232,1233.0721,148942992.0,0.98,6016
1302,2095,17.4559991128,1917.9969,6208871.0,1.0,6031
1303,2096,17.45995402826667,1079.6901,195070096.0,0.98,6007
1304,2097,17.461507224266665,1337.5433,151313632.0,0.98,6004
1305,2098,17.463690267733334,1738.4034,30145116.0,1.0,6022
1306,2099,17.465897700266666,1571.656,4924665.0,0.5,5973
1307,2100,17.47130879386667,1575.0503,10782114.0,0.11,9478
1308,2101,17.475524485866668,1427.9972,25343620.0,0.99,6056
1309,2103,17.4828013384,1438.2509,145056192.0,0.99,6013
1310,2104,17.48714856213333,1233.5732,163781584.0,0.98,6034
1311,2105,17.490884630133333,1931.8934,3302184.5,1.0,6017
1312,2106,17.49368430266667,1569.8203,89414592.0,1.0,6014
1313,2107,17.495879979999998,1327.6144,133858336.0,0.98,6148
1314,2108,17.498096618933335,1224.0691,26350106.0,0.98,6164
1315,2109,17.50204768533333,1557.8146,23710816.0,1.0,6055
1316,2110,17.504652207733333,1443.4498,13104943.0,0.84,6231
1317,2111,17.509395946399998,1386.4396,3205535.75,0.66,3881
1318,2113,17.520996204266666,1142.5984,54506072.0,0.98,6049
1319,2114,17.525334844,1008.3519,24204892.0,0.98,6162
1320,2115,17.530778674666667,1022.9467,147068448.0,0.98,6038
1321,2116,17.53236134,1318.1515,38545692.0,0.97,6047
1322,2117,17.535211483199998,1151.6024,183395568.0,0.98,6008
1323,2118,17.537405860533333,1144.3315,21768922.0,0.98,6196
1324,2119,17.541431116000002,1713.4979,9935000.0,1.0,6065
1325,2120,17.545067905333333,902.262,11285898.0,0.97,6091
1326,2122,17.553186277333335,1430.1675,21960578.0,0.98,6087
1327,2123,17.557532768533335,1070.9351,47426656.0,0.97,6050
1328,2124,17.561031147999998,1439.2545,129214368.0,0.99,6013
1329,2125,17.562745945333333,863.5025,10299128.0,0.96,6053
1330,2126,17.5674677856,1072.6858,40270472.0,0.97,6066
1331,2127,17.570150644,1557.2679,23895432.0,1.0,6055
1332,2128,17.572837183733334,1501.1278,4167244.5,0.35,1190
1333,2129,17.5778911008,1284.507,1808796.5,0.47,7034
1334,2131,17.588488916,1480.6187,1155807.375,0.38,4039
1335,2132,17.598075352533332,1443.9639,2011233.875,0.87,6113
1336,2133,17.6034139856,1466.2479,6079169.0,0.57,9471
1337,2134,17.608498397333335,1507.0924,2883817.75,0.8,6110
1338,2135,17.61335878586667,1559.4633,13080226.0,0.92,6088
1339,2137,17.620258254400003,1712.995,13473423.0,1.0,6065
1340,2138,17.624605058666667,1320.2305,22496238.0,0.98,6105
1341,2139,17.629204648533335,1226.0002,20049670.0,0.98,6069
1342,2140,17.633048434933336,1715.9039,5244396.0,1.0,6107
1343,2141,17.636603026666666,1232.075,28578342.0,0.78,3633
1344,2142,17.6387990032,1383.4984,1729183.625,0.66,6116
1345,2144,17.6602237568,1310.3794,10033080.0,0.68,3463
1346,2145,17.668122126666667,1506.5284,10323214.0,0.29,6110
1347,2146,17.672851228000003,1387.2614,1204294.75,0.26,3265
1348,2147,17.678921560266666,1321.5059,5927815.5,0.57,3341
1349,2148,17.6835892776,1268.0027,1038173.75,0.51,4408
1350,2150,17.699799424,1002.2319,4822737.0,0.97,6221
1351,2151,17.7166682832,1009.8834,31259706.0,0.96,6178
1352,2152,17.718957133333333,1458.2611,925650.625,0.0,0
1353,2153,17.7234827712,1291.5177,6310680.5,0.8,6664
1354,2155,17.732983009333335,1221.0929,5206371.5,0.88,5616
1355,2156,17.7374862624,1315.5272,1399815.75,0.65,8156
1356,2157,17.753151729866666,1568.161,50409820.0,1.0,6152
1357,2158,17.755017881333334,1135.7915,12094949.0,0.97,6128
1358,2159,17.760490413333333,1231.5718,4560232.5,0.65,3392
1359,2161,17.785086206933332,952.0529,18577872.0,0.98,6060
